LSOACODE,AVEPRICE,AVEINCOME,IMDSCORE,PTAINDEX
E01003139,369323.96,44483.33,18.5,11.42
E01003140,410904.46,45166.67,20.8,10.16
E01003141,397176.53,46286.67,28,15.5
E01003142,417894.08,42516.67,21.4,9.79
E01003143,399359.29,42540,32.2,8.72
E01003144,600174.61,55483.33,20.8,10.2
E01003145,432318.79,46036.67,27.4,19.22
E01003146,410147.16,43530,26.9,11.39
E01003147,470803.81,47043.33,23.6,16.2
E01003148,444660.88,49643.33,22.5,11.43
E01003149,445061.15,51123.33,15.4,5.06
E01003150,365496.31,45143.33,34.5,20.87
E01003151,330596.94,40643.33,41,21.2
E01003152,398674.85,50076.67,16.4,9.86
E01003153,337195.19,49380,16.6,30.51
E01003154,430610.12,43656.67,31.2,3.89
E01003155,468334.52,50276.67,19.8,21.39
E01003156,653938.2,54743.33,19.6,6.41
E01003157,799582.99,63033.33,14.2,12.31
E01003158,648538.07,62760,8,5.55
E01003159,430553.98,42116.67,35.5,8.66
E01003160,286154.73,38993.33,38.2,10.58
E01003161,491325.09,56640,21.3,12.19
E01003162,287264.92,37453.33,35.2,16.34
E01003163,597821.88,53776.67,16.7,10.72
E01003164,441300.59,48456.67,29.6,25.45
E01003165,469375.47,52646.67,22.5,11.26
E01003166,418070.4,50303.33,21.7,28.03
E01003167,743062.14,59153.33,13.7,19.83
E01003168,497220.17,42956.67,37.8,11.98
E01003169,506423.37,50126.67,24.7,20.22
E01003170,663318.28,57546.67,11.7,14.59
E01003171,465458.9,48680,28.2,15.19
E01003172,425958.49,40613.33,33.1,9.29
E01003173,531290.41,51893.33,18.2,11.13
E01003174,305908,37253.33,38.4,18.5
E01003175,409152.46,39103.33,40.7,5.6
E01003176,418838.08,40340,42.4,35.66
E01003177,574545.48,49340,29.8,21.69
E01003178,712467.68,52750,22.9,18.28
E01003179,350598.67,37703.33,40.5,8.66
E01003180,640969.96,46696.67,32.5,8.44
E01003181,530404.18,42673.33,39.8,23.18
E01003182,620691.31,42093.33,32.2,6.63
E01003183,579676.11,43030,37.4,22.37
E01003184,331229.33,37040,47,15.43
E01003185,520730.41,46023.33,31.5,20.29
E01003186,513093.08,48313.33,25.3,20.7
E01003187,425250.06,40120,42.1,8.37
E01003188,427578.11,37186.67,45.8,12.23
E01003189,254015,36723.33,39,6.56
E01003190,294336.97,37576.67,36.2,9.63
E01003191,215710.42,37490,35.6,6.17
E01003192,235296.67,35696.67,50.8,3.95
E01003193,356102.12,40053.33,29.9,7.18
E01003194,310511,38886.67,36,11.36
E01003195,344400.99,42610,19.2,4.85
E01003196,294891.43,37283.33,40.7,8.84
E01003197,223244,37060,42.7,5.56
E01003198,671491.54,55750,20.9,16.25
E01003199,527407.12,56770,13.9,17.74
E01003200,555467.45,59350,12,15.43
E01003201,559184.44,48193.33,30.3,43.61
E01003202,785044.85,59170,7.5,17.55
E01003203,301256.63,47153.33,25.3,11.73
E01003204,552880.79,51976.67,22.8,12.55
E01003205,387787.5,42276.67,43.8,19.85
E01003206,837770.54,54706.67,13.1,21.42
E01003207,296241.83,39113.33,45.6,31.58
E01003209,385533.57,41220,30.4,27.88
E01003210,436067.86,46173.33,24.5,25.73
E01003211,455434.39,48606.67,24.3,19.74
E01003212,492177.18,45016.67,25.6,17.58
E01003213,538319.16,49356.67,21.9,15.44
E01003214,444075.85,43380,29.4,18.13
E01003215,338845.68,42923.33,27.5,39.71
E01003216,383424.03,46056.67,24.4,14.16
E01003217,371205.26,46910,18.7,7.84
E01003218,425159.34,48466.67,13,5.89
E01003219,406579.28,47136.67,15.9,3.79
E01003220,394581.97,46416.67,25.8,8.75
E01003221,387312.25,44600,31.7,15.58
E01003222,368178.46,45026.67,19.9,6.47
E01003223,413344.76,48026.67,16.6,12.32
E01003224,374151.69,46480,20.7,8.66
E01003225,499652.31,53156.67,10.6,7.02
E01003226,458820.46,50140,16.6,19.14
E01003227,518148.75,51913.33,14.2,15.24
E01003228,553383.32,53596.67,16.4,15.07
E01003229,326851.27,42896.67,37,9.09
E01003230,357601.99,46506.67,25.8,8.57
E01003231,448966.02,48673.33,24.8,12.72
E01003232,528498.77,52450,14.4,15.27
E01003233,522342.08,51640,19.4,11.17
E01003235,389161.52,40593.33,30.2,4.16
E01003236,265310.01,38120,39.8,17.18
E01003237,260907.65,36986.67,35.7,10.63
E01003238,252900.42,37940,36.6,9.7
E01003239,254620.03,37666.67,38.1,5.44
E01003240,253478.37,37240,39.9,7.72
E01003241,325053.71,38516.67,33.9,10.52
E01003243,292817.25,36690,42,7.8
E01003244,224841.27,35646.67,32,4.92
E01003245,281693.02,36920,47.5,13.31
E01003246,328650.34,35820,50.3,6.99
E01003247,337193.19,43116.67,21.3,10.23
E01003248,256458.52,35850,38.6,5.71
E01003249,332730.54,40360,24.6,2.61
E01003250,402557.12,40323.33,32.8,8.58
E01003251,262728.88,33686.67,32.2,8.91
E01003252,223923.81,32133.33,48.5,11.42
E01003253,459878.84,35486.67,39.8,18.27
E01003254,572095.49,56120,14.3,11.12
E01003255,367057.19,51116.67,21.8,18.97
E01003256,466949.23,42860,35.6,15.44
E01003257,444300.61,45263.33,26.2,12.3
E01003258,329293.15,40493.33,37.6,6.08
E01003259,423669.15,48210,23.3,9.01
E01003260,651230.29,52123.33,20.4,8.01
E01003261,597488.35,52300,16.8,13.53
E01003262,433470.33,50443.33,18,11.59
E01003263,314874.37,42690,32.1,13.92
E01003264,271108.18,42036.67,27.3,14.24
E01003265,227185.03,39613.33,35.7,13.9
E01003266,253970.91,37550,41.1,7.17
E01003267,293509.99,38826.67,35.1,5.43
E01003268,338360.26,45770,24.1,6.94
E01003269,359080.91,45010,29.3,6.05
E01003270,309256.77,47586.67,12.9,4.45
E01003271,462135.69,49506.67,7.4,4.38
E01003272,510187.86,47653.33,16.9,15.87
E01003273,482323.16,44800,16.7,17.88
E01003274,380008.21,48966.67,18.5,13.78
E01003275,417993.54,43596.67,32.3,7.15
E01003276,506231.27,48816.67,20.7,10.48
E01003277,468106.86,49463.33,24.4,16.57
E01003278,383191.05,47716.67,23.3,30.09
E01003279,525479.68,50436.67,17.6,18.55
E01003280,397701.06,45843.33,28.7,9.67
E01003281,449382.34,51860,15.7,9.32
E01003282,384228.17,48636.67,22.1,13.66
E01003283,602306.02,55260,12.3,9.86
E01003284,496190.11,50733.33,19.7,9.35
E01003285,400061.51,51940,16.8,11.42
E01003286,399722.91,43586.67,30.5,11.69
E01003287,584775.31,54836.67,12.9,11.41
E01003288,354424.77,39600,35.7,34.21
E01003290,338206.29,39886.67,43,15.09
E01003291,284628.65,36766.67,54.9,17.88
E01003292,401075.67,47500,20.6,12.22
E01003293,375654,43736.67,29.8,14.38
E01003295,317231.21,44150,29,11.52
E01003296,319348.57,42880,30.3,43.35
E01003297,203935.16,38090,38.5,1.98
E01003298,245633.04,37390,38.4,4.21
E01003299,447147.86,40280,34.8,32.89
E01003300,300580.61,37206.67,41.1,18.8
E01003301,354325.17,41736.67,25.3,17.11
E01003302,263123.28,37553.33,35.2,8.76
E01003303,291185.6,37670,44,35.5
E01003304,282066.19,37096.67,41.3,30.02
E01003305,389401.95,39250,39.1,9.81
E01003307,500064.86,47330,19.6,5.49
E01003308,406847.09,47336.67,26.6,11.03
E01003309,462168.76,40533.33,35.5,12.37
E01003310,351931.04,42890,37,16.37
E01003311,474128.67,48176.67,15.4,5.76
E01003312,406200.47,46486.67,20.4,5.95
E01003313,314518.85,42213.33,42.6,7.64
E01003314,451219.84,50356.67,18.2,7.42
E01003315,412761,47713.33,28.4,15.82
E01003316,495499.6,49383.33,18,8.61
E01003317,327318.55,43076.67,24.8,16.22
E01003318,317015.66,40580,52.1,26.37
E01003319,255782.58,41386.67,32.2,21.37
E01003320,286690.86,40336.67,37.1,6.65
E01003321,311883.3,42443.33,35.4,19.4
E01003322,419714.07,43466.67,25.2,13.48
E01003323,318642.01,42960,36.9,11.97
E01003324,320351.79,38920,38.3,24.55
E01003325,351407.28,41943.33,42.5,19.53
E01003326,383306.34,44890,24.3,11.3
E01003327,482532.52,46226.67,17.4,18.95
E01003328,377045.83,44860,27.1,19.73
E01003329,415264.94,46413.33,23.8,13.48
E01003330,413185.21,40553.33,37.4,6.52
E01003331,377254.45,42080,30,13.69
E01003332,370320.01,43900,26.8,5.95
E01003333,398091.88,43746.67,22.7,7.61
E01003334,342019.06,42533.33,36.3,20.73
E01003335,478398.76,44470,37.4,12.99
E01003336,350256.06,38233.33,40.2,14.87
E01003337,276272.82,39426.67,37.5,13.05
E01003338,275441.33,38190,40.6,29.66
E01003339,426744.88,44196.67,29.4,24.26
E01003340,478481.92,46683.33,18.6,33.17
E01003341,622242.69,49020,19.8,18.17
E01003342,513102.42,46623.33,18.9,16.59
E01003343,469547.99,45800,24.5,15.79
E01003344,438335.26,46706.67,22.1,17.35
E01003345,418150,46266.67,17.9,17.38
E01003346,300751.43,39240,38.1,3.97
E01003347,205600.44,36230,47.3,4.44
E01003348,331001.96,39973.33,28.9,7.66
E01003349,263097.15,38800,38.1,12.4
E01003350,302931.72,38480,40.8,3.15
E01003351,256896.73,37993.33,38.8,5.52
E01003352,296246.21,39980,32.6,13.36
E01003353,332589.47,42273.33,21.8,7.84
E01003354,248960.95,42493.33,23.5,3.63
E01003355,501492.55,63406.67,9,25.44
E01003356,679542.47,66550,7,13.11
E01003357,348877.43,43653.33,25.9,15.48
E01003358,557512.99,65900,6.3,36.26
E01003359,512992.05,55156.67,20,14.76
E01003360,623867.25,63076.67,8.2,18.98
E01003361,448920.14,56810,10.2,7.45
E01003362,517727.16,56013.33,5.7,3.72
E01003363,475790.76,55003.33,7.2,5.49
E01003364,474594.01,54440,5.2,4.02
E01003365,524257.64,56280,6.2,12.26
E01003366,439827.35,51673.33,14.7,8.68
E01003367,383237.44,52736.67,15,15.04
E01003368,386112,46826.67,17.6,9.06
E01003369,382187.49,52356.67,13.7,19.9
E01003370,414387.92,51333.33,13,19.79
E01003371,435977.48,53743.33,12.1,14.62
E01003372,392135.19,45153.33,28.2,11.31
E01003373,242394.59,36690,36.4,7.48
E01003374,237457.2,41686.67,33.7,11.84
E01003375,309560.06,43703.33,16.9,7.84
E01003376,354234.92,40390,25.7,5.64
E01003377,203925.66,37283.33,34.6,7.19
E01003378,299413.44,41683.33,17,8.63
E01003379,218226.54,37410,32.8,14.44
E01003380,538822.84,63763.33,6.1,8.29
E01003381,569920.87,59596.67,8,19.93
E01003382,549762.23,63440,7.4,13.77
E01003383,662027.17,70123.33,6.1,37.35
E01003384,773702.36,71880,6.7,35.7
E01003385,815835.84,69900,3.6,16.91
E01003386,307412.79,43416.67,16.4,12.81
E01003387,291896.7,40313.33,33.4,9.23
E01003388,298515.87,42660,27.5,16.99
E01003389,324883.09,43256.67,24.3,13.69
E01003390,165751.81,36243.33,34.2,17.75
E01003391,218156.18,38510,32.9,7.98
E01003392,305832.43,44466.67,17.6,13.25
E01003393,326220,46630,15.5,14.78
E01003394,384227.85,45243.33,16.5,8.76
E01003395,397411.01,47256.67,13.7,5.48
E01003396,533647.33,48966.67,12.9,17.3
E01003397,514754.1,47110,15.5,11.25
E01003398,446599.6,48030,16.8,5.32
E01003399,550804.49,63576.67,8.7,11.34
E01003400,861436.4,67960,7.3,33.31
E01003401,795188.96,69283.33,4.9,32.88
E01003402,944817.3,73216.67,4.8,35.7
E01003403,1063542.38,69536.67,6.4,14.65
E01003404,600059.82,65963.33,9.3,8.78
E01003405,333534.84,40473.33,28.8,8.72
E01003406,299353.58,44763.33,27,5
E01003407,276887.73,46980,13.1,6.26
E01003408,313306.26,47133.33,12.2,7.15
E01003409,319063.17,42126.67,25.2,12.88
E01003410,261827.34,43113.33,23.9,4.69
E01003411,304743.15,44216.67,20.4,8.42
E01003412,243133.43,42970,24.2,7.84
E01003413,320434.39,46386.67,17.5,6.37
E01003414,358565.8,46413.33,18.3,7.22
E01003415,368546.29,47003.33,20.5,7.99
E01003416,340398.62,46580,16.5,4.25
E01003417,376068.6,50713.33,9,5.57
E01003418,382427.47,50580,6.8,3.34
E01003419,321079.18,50403.33,11.4,2.13
E01003420,338846.85,50723.33,10.3,4.12
E01003421,369965.76,51296.67,9.9,4.15
E01003422,374132.06,51466.67,10.2,4.62
E01003423,683606.99,62083.33,6.3,9.54
E01003424,785092,68663.33,3.6,6.45
E01003425,800300.29,66310,3.8,9.46
E01003426,661367.31,60986.67,10.8,19.61
E01003427,324333.83,48623.33,14.1,21.28
E01003428,679293.6,63860,8.5,10.27
E01003429,316378.74,45216.67,16.1,3.25
E01003430,189854.72,38926.67,30.9,5.69
E01003431,246275.56,40520,31.4,6.36
E01003432,307655.21,40226.67,39.9,3.29
E01003433,290117.13,42163.33,19.5,7.02
E01003434,335323.03,46346.67,14.2,5.5
E01003435,317233.26,44630,21.2,5.78
E01003436,324728.33,42536.67,24.2,6.7
E01003437,370593.13,45006.67,15.8,5.87
E01003438,301206.07,40963.33,28.7,8.95
E01003439,280794.79,42643.33,28.3,18.55
E01003440,310408.78,42980,23.9,8.37
E01003441,299454.3,42533.33,23.2,8.33
E01003442,1013874.37,72693.33,6,8.01
E01003443,1028497.21,76313.33,3.7,17.45
E01003444,831720.52,68070,7.2,13.27
E01003445,902386.49,67916.67,8.8,6.62
E01003446,524126.94,54746.67,10.7,21.27
E01003447,304342.77,48490,24.3,6.36
E01003448,302201.49,42376.67,25.6,7.53
E01003449,344747.03,43873.33,15.5,6.86
E01003450,295014.6,42103.33,25.7,9.93
E01003451,397440,46936.67,12.3,6.56
E01003452,276583.82,41413.33,26,8.21
E01003453,313743.85,42983.33,24.1,13.94
E01003454,661161.24,66006.67,4.1,18.84
E01003455,429521.26,57516.67,10.6,2.82
E01003456,800176.6,64490,13,37.58
E01003457,843355.14,69710,5.8,9.78
E01003458,746033.59,65676.67,6.3,9.69
E01003459,473538.37,56250,16.4,12.26
E01003460,2070663.62,87763.33,9.8,1.16
E01003461,1528554.63,75286.67,4.7,15.04
E01003462,1409531.76,80843.33,6,2.4
E01003463,2062209.6,85733.33,2.7,3.04
E01003464,1875746.62,83726.67,5.1,3.23
E01003465,3271450.46,105993.33,4.5,4.61
E01003466,605470.23,59893.33,5.8,6.32
E01003467,548537.56,60630,7.1,4.29
E01003468,504218.26,59803.33,3.8,5.13
E01003469,373307.41,52130,15.8,7.43
E01003470,442768.71,55890,8.6,9.13
E01003471,613093.9,56296.67,9.7,10.62
E01003472,965206.67,75060,3.1,7.96
E01003473,803735.73,70860,5.9,8.69
E01003474,1688386.03,89466.67,5.2,5.26
E01003475,425782.36,58606.67,13.7,7.37
E01003476,1196223.25,67180,11.3,14.46
E01003477,739449.29,67630,7.7,8.26
E01003478,782287.57,70636.67,5.8,8.96
E01003479,220103.33,40533.33,34,4.71
E01003480,274088.67,39780,21.4,11.43
E01003481,263861.5,39033.33,31.6,8.93
E01003482,278876.36,43033.33,25.5,3.72
E01003483,269482.71,38446.67,40.2,3.35
E01003484,244389.88,41536.67,21.2,6.39
E01003485,318243.86,41760,27.6,4.61
E01003486,388333.33,34703.33,57.1,12.37
E01003487,262083.33,36833.33,44.8,9.19
E01003488,208240.85,34446.67,49.6,13.03
E01003489,210019.17,33426.67,38.5,19.63
E01003490,245626.95,35740,35.5,13.6
E01003491,227762.53,35100,30.9,20.19
E01003492,289305.06,39156.67,26.6,15.43
E01003493,259847.39,38516.67,29.3,13.93
E01003494,301645.7,41456.67,24.6,9.82
E01003495,299582.3,43430,20.4,6.41
E01003496,288168.82,38470,32.7,19.67
E01003497,277720.4,35186.67,40.1,11.16
E01003498,267690.04,35753.33,36.2,8.74
E01003499,204872.42,32703.33,44.3,16.1
E01003500,305599.47,37326.67,40.8,12.25
E01003501,267542.25,34473.33,39.7,11.63
E01003502,265687.56,34500,41.6,20.88
E01003503,300995.61,34053.33,56.4,24.54
E01003506,311344.94,34743.33,43.5,9.14
E01003507,295311.77,36290,35.7,16.36
E01003508,243825.31,35620,41.6,11
E01003509,226630.22,35316.67,39.6,12.95
E01003511,273556.48,35040,45.2,5.39
E01003512,271810.46,36266.67,41.8,11.37
E01003513,253481.96,43100,24.8,4.66
E01003514,293830.28,36170,43.8,6.14
E01003515,229282.17,35600,53.4,10.85
E01003516,265686.39,36410,46,9.82
E01003517,262252.67,36923.33,50.9,9.33
E01003518,287217.11,42023.33,24.2,4.54
E01003519,281130.98,38766.67,33.3,8.22
E01003520,297185.78,38376.67,30.6,23.28
E01003521,282262.93,38536.67,33.5,25.64
E01003522,292635,38603.33,31.1,16.06
E01003523,246859.04,38030,35.2,17.86
E01003524,239934.62,35853.33,33.1,14.61
E01003525,271326.14,38776.67,31.6,18.35
E01003526,295169.34,37656.67,31.5,18.65
E01003527,291112.39,42426.67,25.4,8.4
E01003528,231283.33,36346.67,35.3,3.18
E01003529,282103.5,38406.67,25.3,17.97
E01003530,276817.95,38903.33,23.6,11.74
E01003531,271100,38440,31.3,19.07
E01003532,248914.29,39450,28.6,21.71
E01003533,292946.83,38766.67,29.8,14.75
E01003534,268127.7,38113.33,30.3,12.3
E01003535,226576.85,34840,48.9,3.4
E01003536,255499.26,38663.33,31,4.9
E01003537,283403.26,39556.67,27,7.37
E01003538,196376.57,37060,35.9,6.49
E01003539,287785.05,38926.67,29.3,2.7
E01003540,228984.45,36486.67,42.2,8.25
E01003541,277106.94,38780,26.3,2.88
E01003542,267588.52,36283.33,40.1,8.43
E01003543,417255.83,42593.33,23.1,12.53
E01003544,313506.17,39113.33,33.4,8.8
E01003545,326480.76,39623.33,35.5,6.32
E01003546,263779.82,39040,34.5,12.03
E01003547,441518.56,44820,20.8,7.7
E01003548,345067.12,39253.33,29.3,7.01
E01003549,272479,38863.33,31.1,10.37
E01003550,400124.95,39806.67,29.3,10.72
E01003551,282642.86,41073.33,35.4,9.07
E01003552,290317.34,40376.67,30.9,5.3
E01003553,281360.8,38466.67,38.9,10.48
E01003554,375883.93,42590,24,7.91
E01003555,559541.67,44213.33,27.5,14.65
E01003556,374447.83,37443.33,42.1,17.34
E01003557,335138.38,38726.67,40.1,12.87
E01003558,266386.03,36263.33,42.4,14.49
E01003559,327855.77,44723.33,23.6,24.76
E01003560,327370.48,37260,26.6,8.61
E01003561,324454.34,38476.67,25.6,10.3
E01003562,265679.8,37260,28.3,10.18
E01003563,292215.78,37523.33,29.2,5.39
E01003564,268878.61,37830,31.6,14.36
E01003565,271115.48,37716.67,28.2,16.2
E01003566,230105.4,36563.33,35.6,18.72
E01003567,291310.38,37683.33,32.6,12.39
E01003568,304698.75,37826.67,26.2,14.82
E01003569,241087.5,36120,32.2,18.69
E01003570,302699.02,36386.67,32.7,13.39
E01003571,286625.97,37263.33,29.6,10.32
E01003572,294066.67,38516.67,30.5,8.02
E01003573,283762.9,37033.33,26.3,13.09
E01003574,356580.4,37136.67,29,9.48
E01003575,281467.14,36693.33,32.1,4.28
E01003576,182652.99,34550,43.2,12.83
E01003577,201971.81,33903.33,53.8,5.51
E01003578,270188.97,36203.33,34.5,3.57
E01003579,261582.7,36873.33,31.5,9.42
E01003580,221145.7,36150,37.7,1.18
E01003581,291756.6,36576.67,32.2,8.39
E01003582,236320.02,36533.33,35.6,4.42
E01003583,275226.31,36516.67,31.1,5.25
E01003584,376229.81,42520,30.1,7.22
E01003585,294388.13,36223.33,32.2,13.66
E01003586,272244.31,37643.33,29.7,12.7
E01003587,265387.66,37550,31,14.66
E01003588,274224.21,36206.67,29.6,10.8
E01003589,274066.43,38050,27.8,10.37
E01003590,309855.88,38166.67,48.2,13.1
E01003591,243110.42,34770,37.4,17.74
E01003592,341331.05,36923.33,32.6,13.65
E01003593,290528.1,36533.33,35.7,15.7
E01003594,303948.96,37410,35.6,16.58
E01003595,231667.38,35683.33,36.9,18.82
E01003596,344085.51,39233.33,29.8,12.21
E01003597,332775,37830,27.3,10.98
E01003598,268175.26,35900,38.2,15.9
E01003599,273379.54,35106.67,35.5,13.42
E01003600,273822.02,36190,39.8,17.25
E01003601,269046.13,38110,39.6,12.19
E01003602,281686.86,37310,26.9,18.45
E01003603,284692.03,39090,27.8,8.13
E01003604,262941.89,37560,35,10.73
E01003605,260470.36,36640,30.3,17.25
E01003606,291818.35,37346.67,32.7,17.65
E01003607,276939.91,37466.67,36.5,20.18
E01003608,280493.52,40133.33,25,12.97
E01003609,390741.63,43490,29,5.85
E01003611,195409.88,37543.33,38.7,9.16
E01003615,317574.88,39173.33,28.8,11.61
E01003616,290630.78,39613.33,32.5,34.63
E01003617,336789.17,42266.67,32,59.17
E01003618,396421.94,43293.33,27.7,25.25
E01003619,327434.2,41776.67,41,40.52
E01003621,280132.93,38460,24.9,11.07
E01003622,255403.06,37170,38.5,9.41
E01003623,269194.32,36750,39.7,3.99
E01003624,264019.73,38793.33,36,9.71
E01003625,252441.63,38163.33,32.8,2.25
E01003626,291002,40206.67,24.5,10.75
E01003627,287361.09,39426.67,27.7,15.82
E01003628,266500,39420,22.8,10.14
E01003629,262061.07,37830,30.8,21.65
E01003630,333418.41,37190,33.6,20.14
E01003631,251265.6,38693.33,31.2,23.02
E01003632,339488.47,39153.33,24.1,23.71
E01003633,241681.94,35396.67,44.1,22.14
E01003634,313460.34,36510,36.9,19.48
E01003635,365626.09,41526.67,27.4,6.72
E01003636,291650.19,37556.67,38.8,18.25
E01003637,374845.51,39280,26.8,17.37
E01003638,452157.91,44246.67,18.5,7.82
E01003639,328179.92,42886.67,26.9,5.35
E01003640,273455.5,45906.67,19.9,0.89
E01003641,348054.77,46193.33,15,6.08
E01003642,325274.27,43406.67,20.3,5.42
E01003643,365787.15,45960,13.5,5.96
E01003644,381721.1,46780,14.3,6.95
E01003645,275521.68,46426.67,22.8,11.25
E01003646,323918.97,45053.33,15.4,13.35
E01003647,330170.67,48046.67,14.2,12.77
E01003648,452835.52,51180,7.8,5.12
E01003649,428639.2,50576.67,10.3,3.44
E01003650,357256.39,44993.33,17.4,6.18
E01003651,387931.34,49430,13.8,10.81
E01003652,434398.02,50336.67,10.5,7.7
E01003653,306521.31,45796.67,15.1,13.67
E01003654,403277.67,48126.67,21.8,9.14
E01003655,418011.38,50876.67,11.3,11.14
E01003656,315753.83,43050,30.1,3.11
E01003657,345640.2,46683.33,14.4,2.74
E01003658,341249.1,43736.67,26.3,8.56
E01003659,346156.83,48236.67,12.7,2.7
E01003660,447077.91,51040,8.5,2.5
E01003661,307776.12,45143.33,22.1,10.57
E01003662,253540.06,41606.67,23.9,14.38
E01003663,240552.49,42543.33,19.4,5.49
E01003664,320493.65,45793.33,17.7,1.54
E01003665,323467.85,45980,14.1,3.62
E01003666,219005.29,43013.33,24.6,4.47
E01003668,451027.76,54833.33,9.9,12.92
E01003669,476109.95,58443.33,8.5,4.76
E01003670,484395.56,55963.33,10.8,4.85
E01003671,570695.36,58380,3.7,4.87
E01003672,331203.11,48940,21.4,8.67
E01003673,478695.56,55830,12.4,6.37
E01003674,363445.51,54426.67,10.7,10.55
E01003675,394655.43,48880,12.7,11.5
